motion_flag,motion_severity,motion_explanation,dropout_flag,dropout_severity,dropout_explanation,spike_flag,spike_severity,spike_explanation,flatline_flag,flatline_severity,flatline_explanation,any_artifact,artifact_burden
0,0.0,"amp_var=0.313 (thr=0.5, range-normalized), hf_power_ratio=0.060 (thr=0.4)",1,0.34375,longest_dropout=44 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0859375
0,0.0,"amp_var=0.262 (thr=0.5, range-normalized), hf_power_ratio=0.179 (thr=0.4)",1,0.328125,longest_dropout=42 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.08203125
0,0.0,"amp_var=0.367 (thr=0.5, range-normalized), hf_power_ratio=0.057 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.277 (thr=0.5, range-normalized), hf_power_ratio=0.201 (thr=0.4)",0,0.1875,longest_dropout=24 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.046875
0,0.0,"amp_var=0.312 (thr=0.5, range-normalized), hf_power_ratio=0.115 (thr=0.4)",1,0.3203125,longest_dropout=41 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.080078125
0,0.0,"amp_var=0.378 (thr=0.5, range-normalized), hf_power_ratio=0.042 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.393 (thr=0.5, range-normalized), hf_power_ratio=0.062 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.285 (thr=0.5, range-normalized), hf_power_ratio=0.092 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.380 (thr=0.5, range-normalized), hf_power_ratio=0.052 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.441 (thr=0.5, range-normalized), hf_power_ratio=0.007 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.290 (thr=0.5, range-normalized), hf_power_ratio=0.189 (thr=0.4)",0,0.2109375,longest_dropout=27 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.052734375
0,0.0,"amp_var=0.347 (thr=0.5, range-normalized), hf_power_ratio=0.058 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.377 (thr=0.5, range-normalized), hf_power_ratio=0.050 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.387 (thr=0.5, range-normalized), hf_power_ratio=0.056 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.406 (thr=0.5, range-normalized), hf_power_ratio=0.008 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.380 (thr=0.5, range-normalized), hf_power_ratio=0.040 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.307 (thr=0.5, range-normalized), hf_power_ratio=0.152 (thr=0.4)",0,0.171875,longest_dropout=22 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.04296875
0,0.0,"amp_var=0.440 (thr=0.5, range-normalized), hf_power_ratio=0.003 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.271 (thr=0.5, range-normalized), hf_power_ratio=0.137 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.368 (thr=0.5, range-normalized), hf_power_ratio=0.050 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.325 (thr=0.5, range-normalized), hf_power_ratio=0.107 (thr=0.4)",1,0.3828125,longest_dropout=49 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.095703125
0,0.0,"amp_var=0.286 (thr=0.5, range-normalized), hf_power_ratio=0.184 (thr=0.4)",1,0.328125,longest_dropout=42 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.08203125
0,0.0,"amp_var=0.341 (thr=0.5, range-normalized), hf_power_ratio=0.088 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.299 (thr=0.5, range-normalized), hf_power_ratio=0.134 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.383 (thr=0.5, range-normalized), hf_power_ratio=0.046 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.283 (thr=0.5, range-normalized), hf_power_ratio=0.113 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.267 (thr=0.5, range-normalized), hf_power_ratio=0.253 (thr=0.4)",0,0.1328125,longest_dropout=17 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.033203125
0,0.0,"amp_var=0.394 (thr=0.5, range-normalized), hf_power_ratio=0.020 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.367 (thr=0.5, range-normalized), hf_power_ratio=0.051 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.317 (thr=0.5, range-normalized), hf_power_ratio=0.140 (thr=0.4)",0,0.1484375,longest_dropout=19 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.037109375
0,0.0,"amp_var=0.403 (thr=0.5, range-normalized), hf_power_ratio=0.030 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.402 (thr=0.5, range-normalized), hf_power_ratio=0.027 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.271 (thr=0.5, range-normalized), hf_power_ratio=0.123 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.268 (thr=0.5, range-normalized), hf_power_ratio=0.144 (thr=0.4)",1,0.4921875,longest_dropout=63 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.123046875
0,0.0,"amp_var=0.397 (thr=0.5, range-normalized), hf_power_ratio=0.020 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.303 (thr=0.5, range-normalized), hf_power_ratio=0.107 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.351 (thr=0.5, range-normalized), hf_power_ratio=0.045 (thr=0.4)",1,0.2890625,longest_dropout=37 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.072265625
0,0.0,"amp_var=0.303 (thr=0.5, range-normalized), hf_power_ratio=0.144 (thr=0.4)",1,0.3984375,longest_dropout=51 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.099609375
0,0.0,"amp_var=0.311 (thr=0.5, range-normalized), hf_power_ratio=0.138 (thr=0.4)",1,0.3671875,longest_dropout=47 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.091796875
0,0.0,"amp_var=0.369 (thr=0.5, range-normalized), hf_power_ratio=0.043 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.299 (thr=0.5, range-normalized), hf_power_ratio=0.169 (thr=0.4)",1,0.2578125,longest_dropout=33 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.064453125
0,0.0,"amp_var=0.342 (thr=0.5, range-normalized), hf_power_ratio=0.040 (thr=0.4)",1,0.40625,longest_dropout=52 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.1015625
0,0.0,"amp_var=0.364 (thr=0.5, range-normalized), hf_power_ratio=0.083 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.396 (thr=0.5, range-normalized), hf_power_ratio=0.026 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.253 (thr=0.5, range-normalized), hf_power_ratio=0.130 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.349 (thr=0.5, range-normalized), hf_power_ratio=0.074 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.316 (thr=0.5, range-normalized), hf_power_ratio=0.047 (thr=0.4)",1,0.4609375,longest_dropout=59 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.115234375
0,0.0,"amp_var=0.383 (thr=0.5, range-normalized), hf_power_ratio=0.036 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.436 (thr=0.5, range-normalized), hf_power_ratio=0.007 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.371 (thr=0.5, range-normalized), hf_power_ratio=0.049 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.427 (thr=0.5, range-normalized), hf_power_ratio=0.014 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.395 (thr=0.5, range-normalized), hf_power_ratio=0.018 (thr=0.4)",0,0.0234375,longest_dropout=3 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.005859375
0,0.0,"amp_var=0.315 (thr=0.5, range-normalized), hf_power_ratio=0.068 (thr=0.4)",1,0.3671875,longest_dropout=47 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.091796875
0,0.0,"amp_var=0.353 (thr=0.5, range-normalized), hf_power_ratio=0.059 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.273 (thr=0.5, range-normalized), hf_power_ratio=0.172 (thr=0.4)",0,0.140625,longest_dropout=18 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.03515625
0,0.0,"amp_var=0.331 (thr=0.5, range-normalized), hf_power_ratio=0.148 (thr=0.4)",0,0.1640625,longest_dropout=21 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.041015625
0,0.0,"amp_var=0.413 (thr=0.5, range-normalized), hf_power_ratio=0.008 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.383 (thr=0.5, range-normalized), hf_power_ratio=0.052 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.375 (thr=0.5, range-normalized), hf_power_ratio=0.022 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.399 (thr=0.5, range-normalized), hf_power_ratio=0.032 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.296 (thr=0.5, range-normalized), hf_power_ratio=0.122 (thr=0.4)",1,0.4609375,longest_dropout=59 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.115234375
0,0.0,"amp_var=0.405 (thr=0.5, range-normalized), hf_power_ratio=0.023 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.269 (thr=0.5, range-normalized), hf_power_ratio=0.110 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.385 (thr=0.5, range-normalized), hf_power_ratio=0.036 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.366 (thr=0.5, range-normalized), hf_power_ratio=0.062 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.364 (thr=0.5, range-normalized), hf_power_ratio=0.098 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.291 (thr=0.5, range-normalized), hf_power_ratio=0.119 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.373 (thr=0.5, range-normalized), hf_power_ratio=0.052 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.288 (thr=0.5, range-normalized), hf_power_ratio=0.127 (thr=0.4)",1,0.3515625,longest_dropout=45 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.087890625
0,0.0,"amp_var=0.297 (thr=0.5, range-normalized), hf_power_ratio=0.170 (thr=0.4)",0,0.15625,longest_dropout=20 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.0390625
0,0.0,"amp_var=0.276 (thr=0.5, range-normalized), hf_power_ratio=0.182 (thr=0.4)",0,0.1875,longest_dropout=24 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.046875
0,0.0,"amp_var=0.367 (thr=0.5, range-normalized), hf_power_ratio=0.033 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.361 (thr=0.5, range-normalized), hf_power_ratio=0.015 (thr=0.4)",1,0.4609375,longest_dropout=59 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.115234375
0,0.0,"amp_var=0.419 (thr=0.5, range-normalized), hf_power_ratio=0.010 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.298 (thr=0.5, range-normalized), hf_power_ratio=0.188 (thr=0.4)",1,0.4375,longest_dropout=56 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.109375
0,0.0,"amp_var=0.392 (thr=0.5, range-normalized), hf_power_ratio=0.022 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.258 (thr=0.5, range-normalized), hf_power_ratio=0.152 (thr=0.4)",0,0.1953125,longest_dropout=25 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.048828125
0,0.0,"amp_var=0.268 (thr=0.5, range-normalized), hf_power_ratio=0.112 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.368 (thr=0.5, range-normalized), hf_power_ratio=0.082 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.395 (thr=0.5, range-normalized), hf_power_ratio=0.033 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.436 (thr=0.5, range-normalized), hf_power_ratio=0.011 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.410 (thr=0.5, range-normalized), hf_power_ratio=0.021 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.247 (thr=0.5, range-normalized), hf_power_ratio=0.148 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.376 (thr=0.5, range-normalized), hf_power_ratio=0.034 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.399 (thr=0.5, range-normalized), hf_power_ratio=0.030 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.390 (thr=0.5, range-normalized), hf_power_ratio=0.057 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.409 (thr=0.5, range-normalized), hf_power_ratio=0.047 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.326 (thr=0.5, range-normalized), hf_power_ratio=0.143 (thr=0.4)",0,0.140625,longest_dropout=18 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.03515625
0,0.0,"amp_var=0.380 (thr=0.5, range-normalized), hf_power_ratio=0.028 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.332 (thr=0.5, range-normalized), hf_power_ratio=0.105 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.323 (thr=0.5, range-normalized), hf_power_ratio=0.144 (thr=0.4)",1,0.3203125,longest_dropout=41 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.080078125
0,0.0,"amp_var=0.259 (thr=0.5, range-normalized), hf_power_ratio=0.132 (thr=0.4)",1,0.25,longest_dropout=32 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.0625
0,0.0,"amp_var=0.384 (thr=0.5, range-normalized), hf_power_ratio=0.064 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.392 (thr=0.5, range-normalized), hf_power_ratio=0.039 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.260 (thr=0.5, range-normalized), hf_power_ratio=0.131 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.271 (thr=0.5, range-normalized), hf_power_ratio=0.132 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.296 (thr=0.5, range-normalized), hf_power_ratio=0.127 (thr=0.4)",0,0.171875,longest_dropout=22 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.04296875
0,0.0,"amp_var=0.391 (thr=0.5, range-normalized), hf_power_ratio=0.026 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.395 (thr=0.5, range-normalized), hf_power_ratio=0.020 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.401 (thr=0.5, range-normalized), hf_power_ratio=0.020 (thr=0.4)",0,0.015625,longest_dropout=2 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.00390625
0,0.0,"amp_var=0.360 (thr=0.5, range-normalized), hf_power_ratio=0.079 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.271 (thr=0.5, range-normalized), hf_power_ratio=0.117 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
0,0.0,"amp_var=0.276 (thr=0.5, range-normalized), hf_power_ratio=0.196 (thr=0.4)",1,0.265625,longest_dropout=34 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",1,0.06640625
0,0.0,"amp_var=0.354 (thr=0.5, range-normalized), hf_power_ratio=0.088 (thr=0.4)",0,0.0078125,longest_dropout=1 samples (thr=32),0,0.0,"n_spikes=0, z_threshold=4.0",0,0.0,"flat_windows=0, threshold=0.0001",0,0.001953125
